Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
234154,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234153,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234152,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234151,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234150,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234149,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234148,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234147,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234146,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234145,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234144,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234143,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234142,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234141,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234140,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234139,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234138,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234137,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234136,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234048,NO,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,ENTIDAD PÚBLICA EMPRESARIAL RED.ES,31/03/2014,EDSC del año,
234035,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234021,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234020,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234019,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234018,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234017,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234016,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234015,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234014,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234013,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234012,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234011,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234010,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234009,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234008,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234007,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234006,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234005,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234004,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234003,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234002,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234001,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
234000,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233999,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233998,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233997,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233996,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233995,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233994,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233993,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233992,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233991,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233990,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233989,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233988,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233987,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233986,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233985,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233984,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233983,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233982,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233981,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233980,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233979,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233978,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233977,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233976,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233975,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233974,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233973,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233972,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233971,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233968,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233962,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233961,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233960,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233934,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233933,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233932,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233931,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233930,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233929,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233928,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233927,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233926,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233925,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233924,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233923,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233922,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233921,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233920,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233919,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233918,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233917,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233916,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233915,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233914,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233913,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233912,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233911,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233910,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233909,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233908,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233907,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233906,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233905,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233863,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233862,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233861,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233860,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233859,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233858,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233857,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233856,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233855,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233854,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233853,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233852,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233851,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233850,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233849,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233848,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233847,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233846,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233845,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233844,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233843,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233842,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233841,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233840,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233839,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233838,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233837,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233836,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233835,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233834,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233832,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233831,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233830,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233829,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233828,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233827,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233826,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233825,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233824,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
233823,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
